"site_id","monitoring","monitoring_id","lake","site","LID","lat","lon","site_size","DHT","date_time","weather","lake_water_clarity_m","sediment_sample","macrophyte_sample","notes","Bottom_visible","Distance_5m","Distance_20m","Riparian_vegetation","Riparian_species","Overhanging_trees","Erosion","Structure","Bedrock","Boulders","Cobble","Gravel","Sand","Mud","Organic_matter","Vegetation_nearby","Vegetation_species","Wood_cover","Temperature","DO_mgl","DO_percent","Conductivity","Specific_conductivity","pH","pH1","Emergent_Native","Emergent_Non_Native","Submerged_Non_Native","Turf_Native","Shape.1","Distance_to_shore.1","Length.1","Width.1","Area.1","Weight.1","Depth_on_R.1","Depth_on_L.1","Height_above.1","Depth_after.1","Volume.1","Sedimentation.1","Accumulation_of_weeds.1","Shape.2","Distance_to_shore.2","Length.2","Width.2","Area.2","Weight.2","Depth_on_R.2","Depth_on_L.2","Height_above.2","Depth_after.2","Volume.2","Sedimentation.2","Accumulation_of_weeds.2","Shape.3","Distance_to_shore.3","Length.3","Width.3","Area.3","Weight.3","Depth_on_R.3","Depth_on_L.3","Height_above.3","Depth_after.3","Volume.3","Sedimentation.3","Accumulation_of_weeds.3","Total_Individuals_Kōura","Total_Individuals_Bullies","Total_Individuals_Common_smelt","Total_Individuals_Goldfish","Total_Individuals_Eel","Total_Individuals_Kōaro","Total_Individuals_Catfish","Total_Individuals_Trout","Total_Individuals_Mosquitofish","Weighted_CPUE_Kōura","Weighted_CPUE_Bullies","Weighted_CPUE_Common_smelt","Weighted_CPUE_Goldfish","Weighted_CPUE_Eel","Weighted_CPUE_Kōaro","Weighted_CPUE_Catfish","Weighted_CPUE_Trout","Weighted_CPUE_Mosquitofish","Weighted_BPUE_Kōura","Weighted_BPUE_Bullies","Weighted_BPUE_Common_smelt","Weighted_BPUE_Goldfish","Weighted_BPUE_Eel","Weighted_BPUE_Kōaro","Weighted_BPUE_Catfish","Weighted_BPUE_Trout","Weighted_BPUE_Mosquitofish","Total_Weight_Kōura","Total_Weight_Bullies","Total_Weight_Common_smelt","Total_Weight_Goldfish","Total_Weight_Eel","Total_Weight_Kōaro","Total_Weight_Catfish","Total_Weight_Trout","Total_Weight_Mosquitofish","Mean_Length_Kōura","Mean_Length_Bullies","Mean_Length_Common_smelt","Mean_Length_Goldfish","Mean_Length_Eel","Mean_Length_Kōaro","Mean_Length_Catfish","Mean_Length_Trout","Mean_Length_Mosquitofish","Mean_Weight_Kōura","Mean_Weight_Bullies","Mean_Weight_Common_smelt","Mean_Weight_Goldfish","Mean_Weight_Eel","Mean_Weight_Kōaro","Mean_Weight_Catfish","Mean_Weight_Trout","Mean_Weight_Mosquitofish","Weighted_CPUE_numerator_Kōura","Weighted_CPUE_numerator_Bullies","Weighted_CPUE_numerator_Common_smelt","Weighted_CPUE_numerator_Goldfish","Weighted_CPUE_numerator_Eel","Weighted_CPUE_numerator_Kōaro","Weighted_CPUE_numerator_Catfish","Weighted_CPUE_numerator_Trout","Weighted_CPUE_numerator_Mosquitofish","Weighted_BPUE_numerator_Kōura","Weighted_BPUE_numerator_Bullies","Weighted_BPUE_numerator_Common_smelt","Weighted_BPUE_numerator_Goldfish","Weighted_BPUE_numerator_Eel","Weighted_BPUE_numerator_Kōaro","Weighted_BPUE_numerator_Catfish","Weighted_BPUE_numerator_Trout","Weighted_BPUE_numerator_Mosquitofish","Total_Effort_sum_Kōura","Total_Effort_sum_Bullies","Total_Effort_sum_Common_smelt","Total_Effort_sum_Goldfish","Total_Effort_sum_Eel","Total_Effort_sum_Kōaro","Total_Effort_sum_Catfish","Total_Effort_sum_Trout","Total_Effort_sum_Mosquitofish","Min_Length_Kōura","Min_Length_Bullies","Min_Length_Common_smelt","Min_Length_Goldfish","Min_Length_Eel","Min_Length_Kōaro","Min_Length_Catfish","Min_Length_Trout","Min_Length_Mosquitofish","Max_Length_Kōura","Max_Length_Bullies","Max_Length_Common_smelt","Max_Length_Goldfish","Max_Length_Eel","Max_Length_Kōaro","Max_Length_Catfish","Max_Length_Trout","Max_Length_Mosquitofish","Min_Weight_Kōura","Min_Weight_Bullies","Min_Weight_Common_smelt","Min_Weight_Goldfish","Min_Weight_Eel","Min_Weight_Kōaro","Min_Weight_Catfish","Min_Weight_Trout","Min_Weight_Mosquitofish","Max_Weight_Kōura","Max_Weight_Bullies","Max_Weight_Common_smelt","Max_Weight_Goldfish","Max_Weight_Eel","Max_Weight_Kōaro","Max_Weight_Catfish","Max_Weight_Trout","Max_Weight_Mosquitofish","Richness","Abundance","Presence_Bullies","Presence_Eel","Presence_Goldfish","Presence_Common_smelt","Presence_Kōaro","Presence_Kōura","Presence_Mosquitofish","Presence_Catfish","Presence_Trout","Predator_Fish_Presence","Dragonfly larvae Small","Caddisfly larvae","Diving beatle","Invertebrates_Richness","Invertebrates_Abundance","Presence_rocks","Period","Date","Time","Year","Month","Day","Season","Date_Time_Numeric","Monitoring_label","Depth_5m","Depth_20m","Slope_0_5m","Slope_0_20m","Habitat_Type","Substrate_index_before","monitoring_int","pair_id","koura_present","Substrate_index_after","lunar_phase","lunar_illumination","lunar_name","monitoring_quality"
"8",3,"8_3","Rotoiti","Control",54730,-38.0399884269911,176.367640974845,150,"Sandy",2025-10-21 12:19:00,"Sunny",NA,0,0,NA,"1","69.508184012671805","381.61439291613999",30,"Grass",0,0,0,0,0,0,0,100,0,0,0,NA,0,16.7,10.31,106.1,162.9,193.4,6.16,NA,0,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,4,0,0,0,0,0,0.75,0,0,1,0,0,0,0,50,0,0,0,0,0,0,0,NA,200,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,78.75,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,4,NA,NA,NA,NA,200,0,NA,NA,0,NA,NA,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,2,4,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,"After",2025-10-20,"12:19:00",2025,"Oct",21,"Spring",1761002340,"3 Spring",69.5081840126718,381.61439291614,0.0719339754163116,0.0524089247451288,"Sandy",3,3,"4",0,3,5.99427856760852,0.0207220384762931,"New","complete"
"9",3,"9_3","Rotoiti","Stone_pile",54730,-38.0149838,176.4133799,150,"Sandy",2025-10-21 09:42:00,"Sunny",NA,0,0,NA,"1","168.339491020125","259.826404337621",0,NA,0,0,0,0,5,0,15,80,0,0,0,NA,3,14.8,10.25,101.3,121.2,150.4,8.24,NA,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,40,2,0,0,1,0,0,4.5,0.5,10,0.5,0,0,0.25,0,0,0,150,0,0,0,0,0,0,0,0,600,0,0,NA,NA,0,NA,NA,30.1607142857143,NA,NA,174,NA,NA,350,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,18,2,40,2,NA,NA,1,NA,NA,0,600,0,0,NA,NA,0,NA,NA,4,4,4,4,NA,NA,4,NA,NA,23,NA,NA,170,NA,NA,350,NA,NA,40,NA,NA,178,NA,NA,350,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,5,21,1,0,1,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,1,"After",2025-10-20,"09:42:00",2025,"Oct",21,"Spring",1760992920,"3 Spring",168.339491020125,259.826404337621,0.029701883792688,0.076974470901009,"Sandy",3.35,3,"5",1,3.61389333333333,5.99427856760852,0.0207220384762931,"New","complete"
"10",3,"10_3","Rotoiti","Control",54730,-38.0149894250948,176.414205051426,150,"Rocky",2025-10-21 09:42:00,"Sunny",NA,0,0,NA,"1","138.622117701376","221.36538172916099",20,"Flax",0,0,0,0,0,50,50,0,0,0,0,NA,0,14.8,10.25,101.3,121.2,150.4,8.24,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,2,0,0,0,0,0,1.5,1.25,1,0.5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,400,0,0,NA,NA,NA,NA,NA,26.3333333333333,NA,NA,126,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,6,5,4,2,NA,NA,NA,NA,NA,0,400,0,0,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,18,NA,NA,101,NA,NA,NA,NA,NA,33,NA,NA,151,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,4,8,1,0,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,"After",2025-10-20,"09:42:00",2025,"Oct",21,"Spring",1760992920,"3 Spring",138.622117701376,221.365381729161,0.0360692801618509,0.090348363613918,"Rocky",5,3,"5",1,5,5.99427856760852,0.0207220384762931,"New","complete"
"11",3,"11_3","Rotoiti","Reference",54730,-38.0276056022708,176.40494378912,150,"Rocky",2025-11-10 12:39:00,"Cloudy",3.5,0,0,NA,"1","38.942244562325001","121.850769016352",0,"0",0,0,0,0,90,0,0,10,0,0,0,NA,0,20.3,9.99,110.5,139.5,153.4,8.35,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,0,11,0,1,2,0,0,0.25,3.25,0,2.75,0,0.25,0.5,0,0,14.25,508.75,168.25,150,0,1,139,0,0,57,2035,673,600,NA,4,556,NA,NA,44.79,NA,NA,NA,NA,20,240,NA,NA,57,678.333333333333,673,600,NA,4,278,NA,NA,1,13,0,11,NA,1,2,NA,NA,57,2035,673,600,NA,4,556,NA,NA,4,4,4,4,NA,4,4,NA,NA,44.79,NA,NA,NA,NA,20,190,NA,NA,44.79,NA,NA,NA,NA,20,290,NA,NA,57,650,673,600,NA,4,121,NA,NA,57,705,673,600,NA,4,435,NA,NA,5,15,1,0,1,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1,"After",2025-11-09,"12:39:00",2025,"Nov",10,"Spring",1762731540,"3 Spring",38.942244562325,121.850769016352,0.128395269871971,0.164135197187931,"Rocky",6.6,3,"6",1,6.6,3.96646746814072,0.83932445750031,"Waning","complete"
"12",3,"12_3","Rotoiti","Reference",54730,-38.027783,176.4042814,150,"Rocky",2025-11-10 12:39:00,"Cloudy",3.5,0,0,NA,"1","70.918634145760194","162.05012479636801",100,"Native forest",100,0,0,0,20,80,0,0,0,0,0,NA,0,20.3,9.99,110.5,139.5,153.4,8.35,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,0,6,0,1,3,0,0,0,3.25,0,1.5,0,0.25,0.75,0,0,0,2119,167,205.25,0,8.25,4,0,0,NA,8476,668,821,NA,33,16,NA,NA,NA,NA,NA,203.333333333333,NA,145,66,NA,NA,NA,652,668,205.25,NA,33,5.33333333333333,NA,NA,NA,13,0,6,NA,1,3,NA,NA,NA,8476,668,821,NA,33,16,NA,NA,NA,4,4,4,NA,4,4,NA,NA,NA,NA,NA,200,NA,145,55,NA,NA,NA,NA,NA,210,NA,145,80,NA,NA,NA,260,668,177,NA,33,3,NA,NA,NA,755,668,230,NA,33,8,NA,NA,4,10,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,NA,NA,1,"After",2025-11-09,"12:39:00",2025,"Nov",10,"Spring",1762731540,"3 Spring",70.9186341457602,162.050124796368,0.0705033318848671,0.123418602886804,"Rocky",6.2,3,"6",0,6.2,3.96646746814072,0.83932445750031,"Waning","complete"
"13",3,"13_3","Rotoiti","Reference",54730,-38.0401949,176.3586787,150,"Sandy",2025-11-10 11:14:00,"Cloudy",3.5,0,0,NA,"1","63.335015819361701","218.54441100186699",100,"Native forest",100,0,0,10,0,0,10,80,0,0,0,NA,0,20.6,10.37,115.4,148,161.6,8.58,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,14,0,1,0,0,0,0,0.25,0.75,3.5,0,0.25,0,0,0,0,691.75,0,158.5,0,2.5,0,0,0,NA,2767,0,634,NA,10,NA,NA,NA,NA,NA,NA,113.071428571429,NA,95,NA,NA,NA,NA,553.4,NA,45.2857142857143,NA,10,NA,NA,NA,NA,1,3,14,NA,1,NA,NA,NA,NA,2767,0,634,NA,10,NA,NA,NA,NA,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,60,NA,95,NA,NA,NA,NA,NA,NA,190,NA,95,NA,NA,NA,NA,340,NA,5,NA,10,NA,NA,NA,NA,635,NA,156,NA,10,NA,NA,NA,4,15,1,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,"After",2025-11-09,"11:14:00",2025,"Nov",10,"Spring",1762726440,"3 Spring",63.3350158193617,218.544411001867,0.0789452711950138,0.0915145800723732,"Sandy",3.6,3,"7",0,3.6,3.96646746814072,0.83932445750031,"Waning","complete"
"14",3,"14_3","Rotoiti","Reference",54730,-38.0398114,176.3581623,150,"Sandy",2025-11-10 11:14:00,"Cloudy",3.5,0,0,NA,"1","59.880478669367001","183.12960987940701",100,"Native forest",100,0,0,10,0,0,0,90,0,0,0,NA,0,20.6,10.37,115.4,148,161.6,8.58,NA,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,9,0,2,0,0,0,0,0.75,0,2.25,0,0.5,0,0,0,0,400,0,61,0,21,0,0,0,NA,1600,NA,244,NA,84,NA,NA,NA,NA,NA,NA,104.888888888889,NA,150,NA,NA,NA,NA,533.333333333333,NA,27.1111111111111,NA,42,NA,NA,NA,NA,3,NA,9,NA,2,NA,NA,NA,NA,1600,NA,244,NA,84,NA,NA,NA,NA,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,90,NA,125,NA,NA,NA,NA,NA,NA,130,NA,175,NA,NA,NA,NA,358,NA,14,NA,30,NA,NA,NA,NA,640,NA,60,NA,54,NA,NA,NA,3,11,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,"After",2025-11-09,"11:14:00",2025,"Nov",10,"Spring",1762726440,"3 Spring",59.880478669367,183.129609879407,0.083499666520833,0.109212267820426,"Sandy",3.5,3,"7",0,3.5,3.96646746814072,0.83932445750031,"Waning","complete"
"15",3,"15_3","Rotoiti","Reference",54730,-38.0354320054637,176.345087343881,150,"Rocky",2025-11-10 12:59:00,"Cloudy",3.5,0,0,NA,"1","57.9411293181277","639.03395274642901",100,"Native forest",100,0,0,50,0,0,0,20,0,30,1,"Hornwort",6,20.6,9.85,109.7,95.3,104,8.17,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,12,5,0,0,0,0,0,0.25,0.5,3,1.25,0,0,0,0,0,5.25,431,0,12.5,0,0,0,0,0,21,1724,0,50,NA,NA,NA,NA,NA,30.37,NA,NA,86.6,NA,NA,NA,NA,NA,21,431,NA,10,NA,NA,NA,NA,NA,1,2,12,5,NA,NA,NA,NA,NA,21,1724,0,50,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,30.37,NA,NA,55,NA,NA,NA,NA,NA,30.37,NA,NA,115,NA,NA,NA,NA,NA,21,228,NA,1,NA,NA,NA,NA,NA,21,612,NA,19,NA,NA,NA,NA,NA,4,6,1,0,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,"After",2025-11-09,"12:59:00",2025,"Nov",10,"Spring",1762732740,"3 Spring",57.9411293181277,639.033952746429,0.0862944864700053,0.0312972415848084,"Rocky",5.2,3,"8",1,5.2,3.96646746814072,0.83932445750031,"Waning","complete"
"16",3,"16_3","Rotoiti","Reference",54730,-38.035946522854,176.345727107707,150,"Rocky",2025-11-10 12:59:00,"Cloudy",3.5,0,0,NA,"1","27.586278169075001","565.61863728637502",100,"Native forest",100,0,0,50,0,0,0,20,0,30,0,NA,2,20.6,9.85,109.7,95.3,104,8.17,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,51,20,11,0,0,0,0,0,0.25,12.75,5,2.75,0,0,0,0,0,0,254,4.75,77.25,0,0,0,0,0,0,1016,19,309,NA,NA,NA,NA,NA,40.08,NA,NA,100.818181818182,NA,NA,NA,NA,NA,NA,338.666666666667,19,28.0909090909091,NA,NA,NA,NA,NA,1,51,20,11,NA,NA,NA,NA,NA,0,1016,19,309,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,40.08,NA,NA,55,NA,NA,NA,NA,NA,40.08,NA,NA,130,NA,NA,NA,NA,NA,NA,94,19,4,NA,NA,NA,NA,NA,NA,544,19,55,NA,NA,NA,NA,NA,4,12,1,0,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,"After",2025-11-09,"12:59:00",2025,"Nov",10,"Spring",1762732740,"3 Spring",27.586278169075,565.618637286375,0.181249531718459,0.0353595137811449,"Rocky",5.2,3,"8",1,5.2,3.96646746814072,0.83932445750031,"Waning","complete"
"17",3,"17_3","Rotoiti","Reference",54730,-38.0174132,176.3755268,150,"Rocky",2025-11-10 11:34:00,"Cloudy",3.5,0,0,NA,"1","13.9155980353024","411.55710413086803",100,"Native forest",100,0,0,0,50,0,0,50,0,0,0,NA,30,19.4,10.31,112.1,137.8,154.3,8.09,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,3,44,0,1,1,0,0,4.5,0.75,0.75,11,0,0.25,0.25,0,0,82.5,175.25,0,312,0,5.25,73.75,0,0,330,701,0,1248,NA,21,295,NA,NA,26.0088235294118,NA,NA,50,NA,120,290,NA,NA,14.4117647058824,350.5,NA,312,NA,21,295,NA,NA,18,3,3,44,NA,1,1,NA,NA,330,701,0,1248,NA,21,295,NA,NA,4,4,4,4,NA,4,4,NA,NA,17.19,NA,NA,50,NA,120,290,NA,NA,40.04,NA,NA,50,NA,120,290,NA,NA,3,133,NA,5,NA,21,295,NA,NA,48,568,NA,1200,NA,21,295,NA,NA,6,64,1,0,1,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1,"After",2025-11-09,"11:34:00",2025,"Nov",10,"Spring",1762727640,"3 Spring",13.9155980353024,411.557104130868,0.359309027705136,0.0485959294573138,"Rocky",5,3,"9",1,5,3.96646746814072,0.83932445750031,"Waning","complete"
"18",3,"18_3","Rotoiti","Reference",54730,-38.0172588,176.3757789,150,"Rocky",2025-11-10 11:34:00,"Cloudy",3.5,0,0,NA,"1","10.2582815366794","393.99543134125298",100,"Native forest",100,0,0,0,80,0,0,20,0,0,0,NA,7,19.4,10.31,112.1,137.8,154.3,8.09,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,0,6,0,0,0,0,0,0.25,3.25,0,1.5,0,0,0,0,0,0.75,51.25,0,110.25,0,0,0,0,0,3,205,NA,441,NA,NA,NA,NA,NA,13.8,NA,NA,139.166666666667,NA,NA,NA,NA,NA,3,205,NA,73.5,NA,NA,NA,NA,NA,1,13,NA,6,NA,NA,NA,NA,NA,3,205,NA,441,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,13.8,NA,NA,90,NA,NA,NA,NA,NA,13.8,NA,NA,180,NA,NA,NA,NA,NA,3,205,NA,17,NA,NA,NA,NA,NA,3,205,NA,139,NA,NA,NA,NA,NA,3,7,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,"After",2025-11-09,"11:34:00",2025,"Nov",10,"Spring",1762727640,"3 Spring",10.2582815366794,393.995431341253,0.487411071934617,0.0507620099347734,"Rocky",6.2,3,"9",1,6.2,3.96646746814072,0.83932445750031,"Waning","complete"
"19",3,"19_3","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-11-10 12:16:00,"Cloudy",3.5,0,0,NA,"1","142.69564315661299","187.90193049333001",100,"Native forest",100,0,0,0,0,90,0,10,0,0,1,"Hornwort",4,19.3,9.96,108.1,136.1,152.6,8.2,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,0,3,0,0,0,0,0,4.25,0.25,0,0.75,0,0,0,0,0,114.5,595.25,73.25,102,0,0,0,0,0,458,2381,293,408,NA,NA,NA,NA,NA,32.1495,NA,NA,183.333333333333,NA,NA,NA,NA,NA,25.6666666666667,595.25,293,136,NA,NA,NA,NA,NA,17,1,0,3,NA,NA,NA,NA,NA,458,2381,293,408,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,21.45,NA,NA,160,NA,NA,NA,NA,NA,39.53,NA,NA,230,NA,NA,NA,NA,NA,10,360,293,98,NA,NA,NA,NA,NA,41,707,293,205,NA,NA,NA,NA,NA,3,20,1,0,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,"After",2025-11-09,"12:16:00",2025,"Nov",10,"Spring",1762730160,"3 Spring",142.695643156613,187.90193049333,0.0350396122081481,0.106438501975422,"Rocky",5.7,3,"10",1,5.7,3.96646746814072,0.83932445750031,"Waning","complete"
"20",3,"20_3","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-11-10 12:16:00,"Cloudy",3.5,0,0,NA,"1","112.65205053481201","153.52894194799001",100,"Native forest",100,0,0,0,0,90,0,10,0,0,1,"Hornwort",0,19.3,9.96,108.1,136.1,152.6,8.2,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,3,0,0,0,1,0,0,0,11.25,0.75,0,0,0,0.25,0,0,0,280.75,883.5,173.75,0,0,22.5,0,0,0,1123,3534,695,NA,NA,90,NA,NA,NA,32.1286175115207,NA,NA,NA,NA,175,NA,NA,NA,25.3790322580645,706.8,695,NA,NA,90,NA,NA,NA,45,3,0,NA,NA,1,NA,NA,NA,1123,3534,695,NA,NA,90,NA,NA,NA,4,4,4,NA,NA,4,NA,NA,NA,21.35,NA,NA,NA,NA,175,NA,NA,NA,46.32,NA,NA,NA,NA,175,NA,NA,NA,8,664,695,NA,NA,90,NA,NA,NA,59,730,695,NA,NA,90,NA,NA,NA,3,46,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,"After",2025-11-09,"12:16:00",2025,"Nov",10,"Spring",1762730160,"3 Spring",112.652050534812,153.52894194799,0.0443844561751221,0.130268597869809,"Rocky",5.7,3,"10",1,5.7,3.96646746814072,0.83932445750031,"Waning","complete"
"1",4,"1_4","Rotoiti","Stone_pile",54730,-38.0526673079263,176.47144524762,150,"Rocky",2026-01-12 12:12:00,"Cloudy",NA,0,0,NA,"1","82.9889020904982","164.45001973472199",0,NA,10,100,0,0,30,30,10,30,0,0,0,NA,0,22.4,9.03,104.1,142.8,150.2,8.11,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,20,3,0,0,0,0,0,0.5,0.75,5,0.75,0,0,0,0,0,10.5,228.75,114,31.5,0,0,0,0,0,42,915,456,126,NA,NA,NA,NA,NA,29.005,NA,NA,112,NA,NA,NA,NA,NA,21,152.833333333333,456,42,NA,NA,NA,NA,NA,2,3,20,3,NA,NA,NA,NA,NA,42,915,456,126,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,24.24,NA,NA,75,NA,NA,NA,NA,NA,33.77,NA,NA,135,NA,NA,NA,NA,NA,11,1,456,18,NA,NA,NA,NA,NA,31,397,456,58,NA,NA,NA,NA,NA,4,5,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,"After",2026-01-11,"12:12:00",2026,"Jan",12,"Summer",1768173120,"4 Summer",82.9889020904982,164.450019734722,0.0602490197369712,0.121617498327227,"Rocky",5.2,4,"1",1,5.55797333333333,4.80452560807292,0.453996838695637,"Waning","complete"
"2",4,"2_4","Rotoiti","Control",54730,-38.0529135570371,176.470933127575,150,"Rocky",2026-01-12 12:12:00,"Cloudy",NA,0,0,NA,"1","105.445519540936","180.302636624781",70,"Flax",0,0,0,0,20,20,0,60,0,0,0,NA,0,22.4,9.03,104.1,142.8,150.2,8.11,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,20,0,0,1,0,0,0,0.25,1,5,0,0,0.25,0,0,0,7.25,233.25,0,0,0,1.25,0,0,0,29,933,0,NA,NA,5,NA,NA,NA,31.78,NA,NA,NA,NA,85,NA,NA,NA,29,155.833333333333,NA,NA,NA,5,NA,NA,NA,1,4,20,NA,NA,1,NA,NA,NA,29,933,0,NA,NA,5,NA,NA,NA,4,4,4,NA,NA,4,NA,NA,NA,31.78,NA,NA,NA,NA,85,NA,NA,NA,31.78,NA,NA,NA,NA,85,NA,NA,NA,29,1,NA,NA,NA,5,NA,NA,NA,29,361,NA,NA,NA,5,NA,NA,NA,4,2,1,0,0,1,1,1,0,0,0,0,2,0,0,1,2,1,"After",2026-01-11,"12:12:00",2026,"Jan",12,"Summer",1768173120,"4 Summer",105.445519540936,180.302636624781,0.047417851623927,0.110924611943535,"Rocky",4.4,4,"1",1,4.4,4.80452560807292,0.453996838695637,"Waning","complete"
